28678,28691,13,28624,28788.25,164.25,26019.5,26032.75,13.25,25982,26130,148,27407.75,27437.5,29.75,27386.75,27551.25,164.5,26289.5,26303.25,13.75,26252.5,26400,147.5,26139.25,26152.25,13,26101.75,26266.25,164.5,25543.5,25557,13.5,25506.25,25671,164.75
29044.75,29057.75,13,28990.75,29155,164.25,26369.5,26382.75,13.25,26332,26480,148,27774.5,27804.25,29.75,27753.5,27918,164.5,26639.5,26653.25,13.75,26602.5,26750.25,147.75,26489.5,26502.25,12.75,26468.5,26616.25,147.75,25893.5,25907,13.5,25856.25,26004.25,148
29411.5,29424.25,12.75,29357.5,29521.75,164.25,26719.5,26733,13.5,26682,26830,148,28141.25,28171,29.75,28120.25,28284.75,164.5,26989.75,27003.25,13.5,26969.25,27100.25,131,26856.25,26869,12.75,26818.75,26983,164.25,26243.75,26257.25,13.5,26206.25,26371,164.75
29761.5,29774.5,13,29740.75,29888.5,147.75,27069.5,27083,13.5,27032,27180,148,28508,28537.75,29.75,28487,28651.25,164.25,27339.75,27353.5,13.75,27302.5,27450.25,147.75,27206.5,27236,29.5,27185.5,27333,147.5,26593.75,26607.25,13.5,26556.5,26704.5,148
30145.25,30158,12.75,30107.5,30255.25,147.75,27419.75,27433,13.25,27382.25,27530.25,148,28891.5,28904.25,12.75,28853.75,29018.25,164.5,27689.75,27703.5,13.75,27652.75,27800.5,147.75,27573.25,27585.75,12.5,27535.75,27699.75,164,26943.75,26957.25,13.5,26906.5,27054.5,148
30495.25,30525,29.75,30474.25,30622,147.75,27769.75,27783.25,13.5,27732.25,27880.25,148,29258,29271,13,29220.5,29385,164.5,28040,28053.5,13.5,28002.75,28150.5,147.75,27923.25,27952.75,29.5,27902.75,28049.75,147,27294,27307.25,13.25,27256.75,27421.5,164.75
30861.75,30908.25,46.5,30841,31005.5,164.5,28119.75,28133.25,13.5,28082.25,28230.25,148,29624.75,29637.75,13,29587.25,29751.75,164.5,28406.75,28420.25,13.5,28369.5,28517.25,147.75,28290,28302.5,12.5,28252.75,28416.5,163.75,27644,27657.5,13.5,27623.5,27771.5,148
31262,31275,13,31207.75,31372.25,164.5,28469.75,28483.5,13.75,28432.5,28580.5,148,29991.5,30004.5,13,29954,30135.25,181.25,28756.75,28770.5,13.75,28719.75,28867.25,147.5,28639.75,28669.5,29.75,28619.5,28766.5,147,28010.75,28024.25,13.5,27973.5,28138.25,164.75
31628.75,31641.75,13,31574.5,31739,164.5,28836.5,28850.25,13.75,28799.25,28947.25,148,30358.25,30388.25,30,30337.25,30485.25,148,29106.75,29120.5,13.75,29069.5,29217.5,148,29006.5,29019.25,12.75,28986.5,29133.25,146.75,28361.25,28374.25,13,28323.75,28488.25,164.5
31979,31991.75,12.75,31958,32105.75,147.75,29186.75,29200.25,13.5,29149.25,29297.25,148,30725,30755,30,30687.5,30868.75,181.25,29457,29470.5,13.5,29419.75,29567.5,147.75,29356.5,29386.25,29.75,29336.5,29483.25,146.75,28711.25,28724.5,13.25,28673.75,28838.5,164.75
32345.75,32358.5,12.75,32324.75,32472.5,147.75,29520,29550.5,30.5,29499.5,29647.25,147.75,31092,31121.75,29.75,31071,31235.5,164.5,29823.75,29837.25,13.5,29786.5,29934.25,147.75,29723.25,29736.25,13,29703.25,29850,146.75,29061.25,29074.5,13.25,29024,29188.5,164.5
32712.5,32725.25,12.75,32691.5,32839.25,147.75,29886.5,29900.5,14,29849.5,29997.25,147.75,31458.5,31488.5,30,31437.5,31602.25,164.75,30173.75,30187.5,13.75,30153.25,30284.25,131,30089.75,30102.75,13,30053.25,30216.75,163.5,29411.25,29424.5,13.25,29374,29538.5,164.5
33095.75,33108.75,13,33058.25,33222.5,164.25,30236.75,30250.5,13.75,30199.5,30347.5,148,31825.25,31855.25,30,31804.5,31969,164.5,30523.75,30537.5,13.75,30486.5,30651,164.5,30440,30470,30,30420,30567,147,29761.25,29774.5,13.25,29724,29872,148
33462.5,33475.5,13,33425,33589.5,164.5,30587,30600.5,13.5,30549.75,30697.5,147.75,32208.75,32221.75,13,32171.25,32335.75,164.5,30874,30887.5,13.5,30836.75,30984.5,147.75,30806.5,30819.75,13.25,30786.5,30933.75,147.25,30111.5,30124.75,13.25,30074,30238.75,164.75
33846,33859,13,33791.75,33956.25,164.5,30937,30950.75,13.75,30899.75,31047.5,147.75,32575.5,32588.5,13,32538,32702.5,164.5,31224,31237.75,13.75,31186.75,31334.5,147.75,31156.5,31186.75,30.25,31136.75,31283.75,147,30461.5,30474.75,13.25,30424.25,30588.75,164.5
34196,34209,13,34175,34323,148,31287,31300.75,13.75,31250,31397.75,147.75,32925.5,32955.5,30,32904.75,33069.25,164.5,31574.25,31587.75,13.5,31536.75,31684.75,148,31523.25,31537,13.75,31503.25,31650.5,147.25,30811.5,30825,13.5,30774.25,30938.75,164.5
34579.25,34592.5,13.25,34541.75,34706.5,164.75,31637.25,31650.75,13.5,31599.75,31747.75,148,33309,33322.25,13.25,33271.25,33436,164.75,31924.25,31937.75,13.5,31886.75,32034.75,148,31873.5,31903.75,30.25,31853,32000.75,147.75,31161.75,31175,13.25,31124.25,31289,164.75
34946.25,34959.25,13,34908.5,35073.25,164.75,NA,NA,NA,31950,32114.5,164.5,33659,33672.25,13.25,33638,33786,148,32274.25,32288,13.75,32237,32384.75,147.75,32240.5,32253.75,13.25,32220,32367.5,147.5,31511.75,31525,13.25,31474.5,31622.25,147.75
35312.75,35326,13.25,35292,35440,148,32337.25,32351,13.75,32316.75,32464.5,147.75,34025.75,34039,13.25,33988.25,34152.75,164.5,32641,32654.75,13.75,32603.75,32751.5,147.75,32607.25,32620.5,13.25,32570,32734.25,164.25,31861.75,31875,13.25,31824.5,31972.5,148
35679.5,35709.5,30,35658.75,35806.75,148,NA,NA,NA,32650.25,32814.75,164.5,34375.75,34406,30.25,34355,34519.75,164.75,32991.25,33004.75,13.5,32953.75,33101.75,148,32957.25,32970.5,13.25,32936.5,33084.5,148,32212,32225.25,13.25,32174.75,32339.25,164.5
36063,36076.25,13.25,36025.5,36190,164.5,NA,NA,NA,33000.5,33164.5,164,34742.5,34772.75,30.25,34721.75,34886.5,164.75,33341.25,33355,13.75,33304,33451.75,147.75,33324.25,33337.25,13,33286.75,33451.25,164.5,32562,32575.25,13.25,32541.5,32689.25,147.75
